subject,stableAlpha,stableBeta,volatileAlpha,volatileBeta
56a89ce27f2472000b937677,0.149445794124139,2.68608018807959,0.435765835977817,1.84974017175423
587625efdb3e720001e233fb,0.456924024638437,1.53398767193296,0.172381424969314,1.45197173218812
58c62eac444ade00010231a9,0.059339222483595,0.877735986515905,0.817210139659561,0.749131647951104
58f669cefb4d7500014af69b,0.14750405734669,0.914478389724589,0.346880773486837,1.06207255754743
5932ccd3cf0d9600010e91c3,0.111372986313238,4.29601316598932,0.0619082211389921,0.459372613143313
5a8a8de6000dab00018cc170,0.479544426067164,5.5445533842964,0.273721176305499,2.87808189858036
5b0a9b13444cef0001ca2b32,0.190334951487916,9.63096511037549,0.706374964416879,1.50687302335522
5c18daaae467040001e68fc4,0.408930165607169,2.6156501630617,0.465251227183458,2.96804932788136
5c483503f9a8170001505511,0.342015944311904,0.364155117425263,0.00541682979718154,0.495575550211737
5c5ca0ce4ee81200018eaf51,0.476194383206541,6.110789774213,0.337280129127509,2.29604662192275
5cafc532dc47cb0001e3eceb,0.107858789241943,3.21469550727197,0.187530539184057,0.606311669996056
5d60061e45714d00019ad6a4,0.338281113309567,1.32109485916168,0.264505179811063,1.24179041054376
5d8cef3c28e183001a335ab0,0.0131142364543561,0.47891267945757,0.0662197456178231,0.559595484037971
5d8e622ac42e4e0019530ec6,0.803206545330894,0.700430373856409,0.420638151483808,0.406933366883771
5d934d95c6a8b20014a0351a,0.765475133510511,0.934713457055441,0.349171350063401,2.78226596355997
5dafea4de40355001651fa2f,0.380044503835032,0.661740873061579,0.0275194901238287,0.5034035005192
5dde58915a40f2dbc569e398,0.928029426207601,0.608895365889014,0.757472675652229,0.697687333438297
5e5c993cd0394c474f7cc502,0.347046878783227,5.07732958896038,0.307077630256009,0.0360031879010874
5e766b0ba02ca51dfa1de797,0.229235551473514,1.82556720436222,0.138162492253891,1.31046259552679
5ee1e7cbe22cf201c7afe3ee,0.638270153500624,1.82560260728286,0.203854115250198,1.61609655972588
5f24052ff93d7820d3b803f9,0.0193166160700846,0.505903264471077,0.66403368939831,0.500088321665903
5f4c175e219f12824882c23d,0.134404119970815,1.1183891004955,0.799344826926225,0.292370160943392
5f600669b846780f0fe45709,0.278131710346692,2.19784688037209,0.205266447543286,1.18699867440149
5f60713e595007000a8e1da7,0.135727607291696,0.948149988222884,0.127738048866877,0.631076655713644
5f983f3b00bbab0c4b28149a,0.462930604897462,2.36752794562957,0.270127949595648,1.35926403358227
5fbfe145e52a44000a9c2966,0.772575327654502,0.711457389372883,0.230880623471651,3.06766918671482
5fff2877a99bcb65a14a223c,0.752348675742374,0.959528326115732,0.299894911243788,2.08308288183779
603d3e53d42711c0d0c38b30,0.924834801714512,2.94108760538536,0.265788700484309,1.13461199904231
606c6e9f7e86c0264ab3d7d8,0.944587467376626,2.76010285896466,0.0759865546448538,1.37645667333333
60b531caec9b22e6e7dbe7c3,0.580456610494427,0.28384073787079,0.939291251638859,0.34340649265951
60df3a39f23b7c55e0669e7b,0.118456493941878,2.96347617647993,0.733354034793766,0.577579318684111
60f5fa2babd6c854f5b25542,0.0868829519945164,0.806286899953974,0.035729345333944,0.43582597641994
60f6b8f8e574e14634ead43e,0.191613179491071,6.69911936531368,0.193494879873345,0.986531130351748
60f814d5348f2f80c0e60c3a,0.229321685126041,0.594657360849282,0.327988109367694,2.05237598106256
614759cfe568048a1689b38a,0.212567128045567,4.30308834026555,0.407432638854501,0.906447472860717
615200d54efc832849db2259,0.147414298018598,1.27266550418175,0.16902519463105,0.772377035759618
615a047f08d2a62e66315a7d,0.796817699706954,0.440960176970363,0.63946039373978,0.239590693097965
615de5ffd3c522eef3c49556,0.467650213159013,0.392285922003314,0.825872279469157,0.167212742806397
6167f106d8d301bd6433c8b1,0.97301777783196,1.09733745360575,0.269667224926616,2.38867917358641
6176b584db27cdcecc3896c8,0.276240088839297,1.55111272406488,0.664340899507028,0.419750840999183
628781515f29a0394e23b15b,0.58089701388766,2.69115782951746,0.0485856724354159,0.635520020216449
630a8feaa8eef385f72dc1a5,0.48494565586383,1.13523544064037,0.10249543966553,1.45695316174815
633dbba020f607c3522b86ed,0.0258280862605996,0.561950009480658,0.259332200408918,0.571584163272523
6393ebe98d06bc1ea32c873e,0.955443511841527,0.666792960451557,0.00710906160606877,0.486038706931584
63d79fcd741f9cfb2f87152f,0.0242981028848461,0.488359422207814,0.385001510926816,0.412852602458639
63fc721b7b73b5da09e9e8b6,0.063218089618227,0.524700600009712,0.500000170647186,0.99999988957858
63fcb689de890413dd0dbfac,0.540765761295387,1.6068936874683,0.227188300574493,4.89787320201213
64971e71ba666687996c6072,0.792577283603495,3.36190173349483,0.82233790455361,0.303973065926353
65009bb558fc0e0a94a4904f,0.569405053984487,0.634884754769745,0.0439852233935047,0.565793409672558
652408b110c19343a504c45a,0.317556519472503,2.52790455004804,0.00737602098536949,0.490294716190388
65257c1a7780ceee7f6ef9bd,0.0165777325540611,0.487031129052269,0.887539731765691,0.35970145032972
653d14bc14d143d888af01b0,0.340944628275345,1.01164627185055,0.235501420817663,2.57138141222109
65537e14439274fe5036b4d2,0.702575183751082,0.199379047888127,0.0325709999044508,0.581722279039147
655637f17255cd12d40496e5,0.776372217268894,0.2149812342644,0.749080310936026,1.50964538435595
656701f5bc72801e72a8b8fd,0.101741344701192,2.81090443575227,0.264574240827966,1.33763723483411
657214e072730da7c05da41b,0.0133088983813143,0.4956980758752,0.0721086544345403,0.54623413778667
659ecd99cbaea58e46b35186,0.343978341994893,4.25126157751866,0.313705277305581,2.12282505565378
65ca3273c5af74f8349914a3,0.461827615445557,6.10251862660713,0.451322343966797,2.10854014949428
65cf6d8a589a67afcab54e6f,0.0996643936211789,3.04894103217292,0.366603244112348,1.27642467462384
65f9ad9041f0b16004a4e76d,0.643558953028799,1.94322359989607,0.491669660059206,0.417571668329353
65fad673a546ab14baf2f8d3,0.657662813591029,0.479680327703324,0.656532116902803,0.333038298155128
661564c766603e80ca4c3184,0.553968713505959,6.59637848539118,0.127783876162807,0.903699950010077
662e3e72d494903379b6956a,0.244558623354169,1.10060202737065,0.367719823386991,1.86752703096454
6633bd3bc5ec5e52e25592a4,0.0951456921300722,0.460186105398459,0.0666214453530548,1.0655401427851
